книга,категория,техника,оценка_качества
Hopkins_Iskusstvo_torgovat,выявление_потребностей,"Помните, что мы говорим здесь о заранее определенных покупателях, испытывающих потребность в вашем продукте и способных его купить.",5
Hopkins_Iskusstvo_torgovat,выявление_потребностей,"Гораздо чаще вам будут отказывать в мягкой форме, приблизительно так: ""Да, все это выглядит замечательно, и нам нужен ваш продукт (или услуга), но в данной ситуации я просто вынужден сказать ""нет"".",5.5
Hopkins_Iskusstvo_torgovat,выявление_потребностей,"Я также могу предположить, что ваш офис (агентство, институт, управление) чутко реагирует на быстро изменяющиеся потребности общества.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"В любой области продажи вы часто сталкиваетесь с вопросами, на которые можно ответить ""да"" или ""нет"", и в результате остаться ни с чем.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Кто проигрывает в результате?,5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"И это хорошо, если только в результате вы не делаете ошибочный шаг, пагубно влияющий на ваш бизнес.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Там я увидел короткое изложение разработанного им плана разбиения участка на три части, продажи частей, прилегающих к дороге, в результате чего мне почти бесплатно доставался чистый участок площадью двадцать акров.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"В вашей картотеке имеется запись о сделке с компанией ""Ип"", которая отложила на год покупку ""JL  G"" и в результате заплатила за него на четырнадцать процентов больше.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"И что, по-вашему, я получил благодаря этому?",6
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Семья Мы очень часто весь день заняты тем, что заботимся о всех и каждом, и в результате самые дорогие для нас люди оказываются в последнюю очередь охвачены нашим вниманием.",7
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Чтобы получить хорошее представление о покупательских эмоциях, сядьте субботним утром перед телевизором вместе с вашими детьми и обратите внимание на рекламные ролики, которые они смотрят.",6
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Эй, папа, мама - посмотрите на меня!",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Не ищите таких людей на вашей следующей распродаже: лучше сначала посмотритесь в зеркало.,5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"За стойкой буфета во время ланча, пока вы ждете, когда обслужат вашу машину,- в любом месте, где у вас есть возможность поговорить с людьми,- выясните, чем они занимаются, а затем обратите внимание на их особые слова и взгляды.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Направьте взгляд на ствол, в то место, где он уходит в землю, и, не отрывая глаз от этой точки ствола, обратите внимание на то, насколько многообразно движение в листве и ветвях.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"То есть сделайте подходящий к ситуации жест, посмотрите в другом направлении, переверните страницу вашего проспекта, поменяйте позу в кресле - совершите какое-то физическое движение.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Вы не должны трясти бумагами в воздухе и кричать: ""Посмотрите, ребята, это мои бланки заказов"".",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Возьмите карандаш и посмотрите, что получится, если вы будете удваивать число проданных миксеров на протяжении десяти недель, получая с каждой продажи четырех подготовленных клиентов, половина из которых совершит у вас покупку на следующей неделе.",6
Hopkins_Iskusstvo_torgovat,презентация_объектов,"В следующий раз, когда в ресторане во время ланча вы будете ждать свободного места за столиком, посмотрите на толпу людей, ожидающих вместе с вами.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"В следующий раз, когда у кого-то в офисе произойдет несчастье, посмотрите, как люди реагируют на него.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Когда вы боитесь, что может произойти какая-то неприятность, представьте себе, будто она уже произошла и смиритесь с ней.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Когда вы боитесь, что может произойти какая-то неприятность, представьте себе, будто она уже произошла и смиритесь с ней.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Затем посмотрите на ваши цели, записанные черным по белому, и посвятите себя им.",5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Первое преимущество Второе преимущество Вы можете усомниться в этом утверждении.,5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Третье преимущество Четвертое преимущество Пятое преимущество Шестое преимущество Никто не ограничивает возможностей вашего роста, кроме вас самих.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Это седьмое преимущество Чтобы больше зарабатывать, развивайте свою компетентность.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"В конечном счете эти ""стервятники"" будут вытеснены из области продажи новым поколением просвещенных специалистов, которые ценят своих покупателей, заботятся о них и уверены в том, что выгода клиента от покупки их товара превосходит его затраты.",6.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Через некоторое время вы сможете придумать сотни вопросов, которые приведут ваших клиентов к решению воспользоваться выгодами вашего продукта или услуги ______?",7.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Вовлекающий вопрос - это любой позитивный вопрос о выгодах вашего товара или услуги, который клиент задал бы себе сам после покупки.",6.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Что сейчас стоит между вами и теми выгодами, которые вы хотите получить от своей Слово ""нет"".",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Но теперь обстоятельства изменились, и с его стороны было бы весьма разумно воспользоваться выгодами вашего предложения.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Его единственное преимущество - простота.,5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Перед каждым показом Скотт Спаркс собирал всех потенциальных клиентов и говорил им: - Эти дома имеют одно редкое преимущество, и я хочу продемонстрировать его вам прямо сейчас,- с этими словами он вводил их в гостиную, включал телевизор.",8.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Они подумают: ""А вдруг то, что вы продали номеру один, даст этой компании дополнительное преимущество над ними?",6.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Потому что такое положение дает вам дополнительное преимущество.,5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Многие компании не пользуются выгодами от страхования людей, занимающих ведущие посты, в отличие от твоей фирмы, и я чувствую, что необходимо улучшить ситуацию в этой области менеджмента.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Здесь есть еще одно, не менее важное преимущество - торговые агенты, умеющие заключать сделки, всегда в цене.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,Я имею преимущество перед всеми торговыми агентами нашего округа.,5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,На чьей стороне сейчас преимущество?,6.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Да, это важное преимущество.",4.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Вы можете назвать еще какое-нибудь преимущество, Фрэнк?",6.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Используйте такие слова, как: жизнь, здоровье, счастье, близкие, семья, безопасность, будущая выгода, бизнес, успех, выживание в конкурентной борьбе, финансовый рост, карьера.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"То, что мы сейчас обсуждали,- это средство, которое даст (назовите компанию покупателя) немедленное и долговременное преимущество в конкурентной борьбе.",5.5
Hopkins_Iskusstvo_torgovat,презентация_объектов,"Вы спрашиваете о каждом преимуществе или особенности, которые клиент хочет видеть в вашем предложении.",8
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Многие это понимают, но, увы, недостаточно часто или решительно действуют на основании этого убеждения.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"То есть, если покупатели слушают вас и понимают ваши слова - соображения, которые многими не принимаются в расчет - значит ваши слова создают образы в их сознании.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Многие из нас не понимают, как это важно.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Глава № 8 Как заработать состояние по телефону Просто поразительно, как мало людей в любом отделе продажи понимают основную функцию телефона.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"И поскольку Чемпионы понимают необходимость применения методов определения, они также с должным вниманием относятся к предопределительным методикам, таким как ведение картотеки клиентов, обмен клиентами и поиск клиентов-сирот.",7.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Эти дилетанты не понимают, что, пасуя перед возражениями, они причиняют ущерб не только себе и своим семьям, но и своим компаниям, обществу и будущему нашей нации.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Признание за ребенком такого права является мудрым шагом со стороны отца или матери, поскольку, почувствовав, что его понимают, ребенок быстрее восстановит душевное равновесие.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Предложение для коммерческих компаний ""Я прекрасно понимаю, что любая хорошо организованная фирма контролирует свои деньги с помощью продуманного бюджета.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Предложение для некоммерческих и государственных организаций ""Я прекрасно понимаю, что любое хорошо организованное учреждение контролирует свои деньги с помощью продуманного бюджета.",6.0
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Вы можете быть уверены, что, как только Чемпион находит новое возражение, он придумывает наилучший возможный ответ.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Еще до того, как клиент выскажет свое возражение, он готов предложить наилучший ответ.",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Ваш стимул - это возражение; ваша реакция мгновенна и эффективна.,5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Далее, позвольте объяснить, почему я не советую вам просто придумать три вида ответов на каждое возможное возражение (хотя это тоже неплохая идея).",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Я рекомендую практиковать три стиля ответов на каждое возражение.,5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Таким образом, мы получаем 81 вариант ответа на одно возражение (3х3х3х3=81).",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Вы не задаете этот вопрос, потому что он подкрепляет сомнение в себе.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,При достаточно частом подкреплении сомнение становится негативной убежденностью.,5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"После нескольких месяцев продажи определенного товара или услуги любой торговый агент скажет: ""Я всегда сталкиваюсь с этим возражением"".",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если вы заранее спланируете ответ на главное возражение, не дожидаясь, когда его выскажет клиент, то почти наверняка сумеете быстро устранить это препятствие.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"БЛАНК ПРЕДВАРИТЕЛЬНОГО ПЛАНИРОВАНИЯ ПЕРСОНАЛЬНЫХ ПРОДАЖ фамилия клиента/Семьи ________________________ ИСТОЧНИК СОБРАННАЯ ИНФОРМАЦИЯ Источник и приблизительный размер дохода Муж Жена Другие ПЛАН ПРОДАЖИ  Предложения для начала разговора по телефону  Предложения для вопросов, правильно определяющих клиента  Запланированные предложения для презентации/демонстрации  Наиболее вероятное главное возражение   Запланированный сравнительный вопрос для преодоления вероятного возражения.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Наиболее вероятное главное возражение.,5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Основное возражение, которое в данном случае возникает, почти всегда связано с деньгами - размером страховой премии.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Когда возникает такое возражение, я говорю: "" Не правда ли, что Что на это может возразить клиент?",7
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Когда полная картина уже имеется перед глазами клиента, основное возражение, возникающее в ходе многих презентаций, на самом деле не имеет для него решающего значения.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Мы, как специалисты по продажам, должны заставить клиента посмотреть на основное возражение под другим углом зрения и смягчить его негативизм положительными эмоциями.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Люди с ускользающим взглядом заставляют нас испытывать сомнение в искренности своих намерений.,7.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Они ничего у вас не купят, потому что им даже лень оспаривать справедливость цены, требовать дополнительных гарантий и ставить под сомнение свою потребность в том, что вы предлагаете.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Что такое возражение?,5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Это не возражение, которое преодолевается ценой определенных усилий, а полная блокировка движения, которую необходимо признать и уйти в сторону.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если возражение не преодолевается, значит, это непреодолимое препятствие, и вам необходимо признать свое поражение, быстро, но в то же время вежливо, расстаться с клиентом, который, как вы только что обнаружили, не может совершить покупку.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если мы потратили на определенного клиента время и уже приступили к процедуре заключения сделки, то до такой степени оказываемся под влиянием своих эмоций, что уже не видим разницы между возражением, которое можно преодолеть, и глухим препятствием.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Теперь позвольте мне повторить, что такое возражение.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Когда же они все-таки встречаются с клиентом, первое незначительное возражение заставляет их отступить- и клиент уходит, не получив в итоге тех благ, на которые он рассчитывал.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Клиент высказывает возражение - тем самым давая понять, что ему требуется дополнительная информация - и что он получает?",7
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Под этим я подразумеваю, что вы должны осторожно отделять клиента от высказанного им возражения для того, чтобы иметь уверенность в том, что вы опровергаете возражение, а не наносите удар клиенту в чувствительное место.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Выслушайте клиента Многие торговые агенты набрасываются на возражение еще до того, как клиент успел его высказать до конца.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Клиент не произнес и пяти слов, а торговый агент уже отметает его возражение в сторону, словно боится, что возражения размножатся, если он быстро не справится с ними.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Я должен сразу доказать, что он не прав, иначе сделка сорвется"",- вот его испуганная реакция при первом намеке на возражение.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Может быть, даже на то возражение, о котором клиент даже не думал?",7
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Верните возражение назад Эта одна из лучших методик для того, чтобы заставить клиента ответить на собственное, возражение.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Я часто возвращаю возражение мужу, а затем жду, когда жена переубедит его вместо меня.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Рассмотрите возражение Попросите клиента проанализировать свое возражение.,6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если вы на самом деле рассмотрите в деталях его возражение, он почувствует сильное побуждение отказаться от него самостоятельно.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Ответьте на возражение Вы можете подумать: ""Это сводит меня с ума"".",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Когда вы выучите весь этот материал и как следует его усвойте, вы перестанете испытывать напряжение, заходить в тупик, когда клиент оказал вам услугу, высказав возражение,- вы просто улыбнетесь про себя и двинетесь вперед, чувствуя полную уверенность в своих силах.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Мысль настолько прочно заседает у них в голове, что они ожидают услышать возражение, которого боятся больше всего, от каждого клиента.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Роковое возражение крутится в голове у такого торгового агента каждый раз, когда он встречается с клиентом.",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Сам того не сознавая, он начинает невольно намекать и в конце концов буквально вынуждает клиента высказать то возражение, которого он больше всего опасался.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Всегда найдется такая особенность, которая может вызвать серьезное возражение, если вы будете постоянно держать ее в уме.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Подтвердите ответ Ответив на возражение, не позволяйте своему ответу повиснуть в воздухе.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"После того как вы ответили на возражение тем способом, который показался вам наиболее эффективным, закрепите свой ответ.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Переключите скорость и сразу перейдите к следующему шагу процедуры продажи Как только вы убедились в том, что полностью закончили с возражением, без промедления переходите к следующему шагу.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Давайте еще раз повторим шесть шагов, помогающих справиться с возражением: 1.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,выслушать возражение; 2.,4
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Возвращая возражение, усильте его для того, чтобы посмотреть, не является ли оно на самом деле препятствием.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Затем вы устраняете ее возражение, сказав: - Тогда давайте сначала обсудим условия страховки для членов вашей семьи, хорошо?",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Всегда подводите их к ответу на собственное возражение.,5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если от вас наоборот исходит сомнение в собственных способностях, то зачем ему прибегать к вашей помощи?",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Подход с использованием похожей ситуации Когда во время работы с клиентом вы наткнулись на возражение или проблему, с которыми имели дело раньше и успешно их преодолели, то можете рассказать своему новому клиенту о предыдущей ситуации.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Последнее возражение.,4
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Деньги являются главным возражением, с которым мы сталкиваемся при каждой или почти каждой продаже, не так ли?",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Поскольку вы почти не сомневаетесь в том, что деньги являются последним возражением, теперь вам остается только уйти- или остаться и гонять себя по кругу бессмысленными ""Это.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Ваша единственная надежда снова подвести клиента к денежному вопросу, а затем преодолеть его как последнее возражение.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"И я мало продавал до тех, пор пока не научился преодолевать это возражение.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Мы, торговые агенты, имеем склонность рассматри-нать полную стоимость нашего предложения, когда нас встречают возражением ""это-стоит-слишком-дорого"".",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Я думаю, можно с уверенностью сказать, что деньги - это то возражение, с которым вы будете сталкиваться чаще всего, пока занимаетесь продажами.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"В таком случае сможете ли вы раскрыть весь свой потенциал, если не научитесь преодолевать это возражение?",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если вы правильно определили клиента и он нуждается в вашем предложении, то вы имеете полное право посмотреть на его последнее возражение с юмором, не так ли?",7.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Негативный подход Концепция заключения сделки при помощи негативного подхода очень проста: если вы выразите сомнение в способности вашего клиента что-то сделать, он сделает это только для того, чтобы доказать обратное.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Даже если клиент еще не принял окончательного решения сделать покупку, вы можете начать использовать этот подход, посеяв в нем сомнение в собственной кредитоспособности.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если вы выразили сомнение в кредитоспособности покупателя, не выполнив предварительно два важных условия, то неизбежно потеряете клиента.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Если ваше предложение не вызвало у клиента особого интереса, он просто уйдет, когда вы выразите сомнение.",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"В таком случае вы можете выразить сомнение в том, имеет ли ваш собеседник достаточно полномочий для того, чтобы принять решение о покупке.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Наши мамы могли бы сказать: ""Дорогой, иди сюда и посиди у меня на коленях.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Вы должны знать, что если вы остановитесь на более низком уровне, чем тот, которого вы в состоянии достичь,-то можете дорого за это заплатить.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Это был дорогой телевизор.,4
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"МОДЕЛИ Модели являются весьма действенными визуальными пособиями, особенно те, которые имеют движущиеся части и стоят не слишком дорого, чтобы оставлять их потенциальным покупателям.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Один из наших Чемпионов, продающий дорогое промышленное оборудование, обнаружил, что, когда потенциальный клиент проявляет живой интерес к модели, он почти всегда покупает оригинал.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Во время вашей демонстрации жена говорит мужу: - Дорогой, твоя мама приезжает десятого.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,Но это достаточно дорогое приобретение.,5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Это поможет вам сэкономить деньги, поскольку вы знаете, во что обходятся простои дорогой машины из-за отсутствия запчастей.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Мы, торговые агенты, имеем склонность рассматри-нать полную стоимость нашего предложения, когда нас встречают возражением ""это-стоит-слишком-дорого"".",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Когда вам скажут, что ваше оборудование слишком дорого, спросите в теплой и дружеской манере: ""Сегодня это выражение применимо почти ко всем хорошим товарам.",5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Вы можете мне сказать, что такое, по-вашему, не слишком дорого?",6
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Сделайте еще по десять попыток, и вы будете летать высоко, есть омаров и заказывать костюмы у дорогого портного.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"осле очередного обслуживания в автосервисе напиши-ie благодарственное письмо управляющему: ""Дорогой Чет!",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"Чемпион не рискует вызвать неудовольствие своих клиентов дорогостоящими проволочками, вызванными небрежно заполненными бумагами; он дважды проверяет все, что связано с оформлением покупки, на аккуратность и отсутствие ошибок.",6.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"В мире есть много вещей, способных доставить не меньшее удовольствие, чем поездка по городу в дорогом автомобиле.",5.5
Hopkins_Iskusstvo_torgovat,работа_с_возражениями,"То, что когда-то было живой и желанной целью, в действительности оказалось просто еще одной игрушкой - необычайно дорогой при моем роде занятий.",5.5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Организованное участие клиента Начните примерно так: ""Чтобы не тратить напрасно ваше время, в моей демонстрации запланированы последовательные ответы на вопросы, которые наиболее часто задают наши клиенты.",6
Hopkins_Iskusstvo_torgovat,установление_доверия,"Хотелось бы вам узнать метод, гарантирующий, что вы никогда не потерпите неудачу в беседе с потенциальным клиентом, в проведении важной презентации, при заключении крупной сделки?",7
Hopkins_Iskusstvo_torgovat,установление_доверия,"По крайней мере, за себя я ручаюсь, а вы?",6
Hopkins_Iskusstvo_torgovat,установление_доверия,"Во-первых, я обещаю, что буду единственным человеком, который воспользуется этим материалом, и я не позволю никому его переписывать.",5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Подход, гарантирующий провал Сохраняйте тот же эмоциональный фон, когда вы адаптируете материал, изложенный в этой книге, к вашему товару или услуге.",5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Вас просят оставить ваши материалы и обещают, что просмотрят их, а затем вас найдут.",5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Стиль и цвет Давление сверстников Гордость обладания (не отстать от Джонсов) Тщеславие Самосовершенствование Надежность Здоровье Престиж и положение в обществе Любовь к семье Амбиции Прибавление в семье Ни один навык, приобретенный вами в искусстве продажи, не повысит ваши заработки быстрее, чем умение пробуждать у покупателей позитивные эмоции для покупки вашего товара.",4.5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Не делайте им комплиментов, не задавайте личных вопросов, не старайтесь втереться к ним в доверие.",5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Когда вы приобретете наш товар, то останетесь довольны его надежностью».",5.5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Поскольку доходность ваших операций зависит от одной машины, надежность имеет жизненно важное значение, не так ли?",6.5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Когда вы приобретете один из наших В-300, то останетесь довольны в первую очередь его надежностью».",5.5
Hopkins_Iskusstvo_torgovat,установление_доверия,"Практикуйте утверждения, которые принесут вам больше денег, так как укрепляют доверие, а не страх и антагонизм.",5
